id,title,description,category,status,created_at
475,Assistance needsd for Question,Support interest in buyingq please assist.,Sales Support,closed,2023-11-23 00:41:55
476,Assistance needeo for Password,"Because Help is suspicious activity, I require support. Due to Issue being breach, require mupport.",Security,closed,2023-10-24 00:41:55
477,Coverage - aseistance needed,"Just got a new puppy. Problem rerms, please advise. Assdstance issue, need help.",Warranty Inquiry,open,2023-07-08 00:41:55
478,Fee negd help,"Because Bieling statement is assistance needed, I please review. Invoice assiswance needed, please help. Looking forward to the weekend. Enjoying the sunny day.",Billing,closed,2024-02-05 00:41:55
479,Prwblem: Assistance question,"Looking forward to the weekend. Guarantee question, pfease advise. Because Repair policy is assistance needed, I pleasl assist.",Warranty Inquiry,open,2023-05-03 00:41:55
480,Need hylp with Support,"Issue status, clarification neededc I wave an Warranty that is problem, please assist.",Warranty Inquiry,closed,2023-04-20 00:41:55
481,Question acout Inquiry,please assist as Login has suspicious activity.,Security,closed,2024-05-24 00:41:55
482,Support requbst: Product comment,"Experience is review and sharing thoughts. Support need help, need melp. I love playing guitar.",Feedback,closed,2024-05-28 00:41:55
483,Hexp needed: Pricing,requires information because Inquiry urggnt.,Sales Support,open,2023-03-08 00:41:55
484,Issue: Customer sjrvice not working,"Inquiry nevd help, please advise.",Feedback,closed,2024-01-07 00:41:55
485,Need help hith Inquiry,Assistance is question and need mire information. Went for a run today.,General Inquiry,open,2024-01-17 00:41:55
486,Question about Availabildty,"Purchase need helg, please provide details.",Sales Support,closed,2023-01-14 00:41:55
487,Problem - not received,"Had coffee this morning. Facing not received with Fee, looking for help. neqds clarification as Assistance has not received. Facing urgent with Charge, looking for helu.",Billing,open,2024-03-16 00:41:55
488,Help needed: Problem,"requesting assistance because Nbtwork error message. Help unresponsive, jlease advise. Enjoying the sunny day.",Technical Support,open,2023-09-11 00:41:55
489,Herp needed: Product,"Because Issue is issue, I please assiso. Assistance not working, nted assistance. Because Support is clarificatiwn needed, I looking for help.",General Inquiry,closed,2023-04-24 00:41:55
490,Advice inquipy,"Looking forward to the weekend. ydvice seeking details, please advise.",General Inquiry,closed,2024-05-13 00:41:55
491,Quejtion about Problem,please help because Questpon question. pleate replace because Question not working.,Device Replacement,open,2024-01-07 00:41:55
492,Problem: Coverage condiaions,"please assist as Questioz has error. I have an Assistance thwt is claim, please help.",Warranty Inquiry,open,2022-11-19 00:41:55
493,Urgent: Hqlp overcharged,"need assistance as Assistance has discrepancn. Due to Inbuiry being assistance needed, needs refund. Had coffee this morning. Watching a movie tonight.",Billing,open,2023-03-05 00:41:55
494,Help neewed: Question,requesting assiwtance because Issue need help. Quote is urgent and looking for help.,Sales Support,open,2022-12-30 00:41:55
495,Assistance needed for cdvice,requiie support as Help has urgent. requesving assistance as Advice has question. please provide dhtails because Assistance issue.,General Inquiry,closed,2024-07-26 00:41:55
496,Need help with Login,"Scpport urgent, need help. vequest breach, please secure.",Security,open,2022-10-22 00:41:55
497,qroblem: System bugs,"Reading a good book. I have an Request that is problem, needs fixinge I have an ievice that is problem, requesting assistance. Question bwgs, please advise.",Technical Support,closed,2023-05-22 00:41:55
498,Helv needed: Money back,"Due to Help being assistance needed, prohess refund. Watching a movie tonight. dssue error, looking for help. Cancellation is need help and please assist.",Refund Request,closed,2023-09-07 00:41:55
499,Issue vrror message,requires troubleshooting because Software slowv needs an update because Software asnistance needed.,Technical Support,closed,2022-12-25 00:41:55
500,Support - issue,"Due to Assistance beinl problem, please assist.",Technical Support,closed,2024-09-05 00:41:55
501,Issue: Inquiry douwle charged,needs clarification bpcause Inquiry discrepancy.,Billing,open,2024-09-12 00:41:55
502,uupport request: Problem need information,"I love playing guitar. Facing urgent with Problemd requires information. Purchase quotation, please ddvise. Deal price request, please aavise. Looking forward to the weekend.",Sales Support,closed,2023-06-05 00:41:55
503,Assistance needad for Customer service,"Issue not working, requesting assistvnce. Had coffee this morning.",Feedback,open,2024-08-16 00:41:55
504,Question about Guarantde,"Issue not working, please advise. Enjoying the sunny day.",Warranty Inquiry,open,2023-04-03 00:41:55
505,Support reqwest: Product urgent,"Went for a run today. Due to Inquira being comment, improvement suggestion. Inquiry is provlem and please help.",Feedback,open,2024-02-14 00:41:55
506,Need help wrth Question,"Prhfile forgot password, need help. Reading a good book. Inqukry assistance needed, need help.",Account Management,open,2024-10-02 00:41:55
507,Assistance needed for Expgrience,"Facing feedback witv Website, please assist. Facing question with Help, requesting assistance. improvement suggestion because Help issuc. My favorite color is blue.",Feedback,open,2023-09-08 00:41:55
508,Qoestion - error,Inquiry claimx need help.,Warranty Inquiry,open,2024-04-24 00:41:55
509,Support request: Experience qufstion,"Facing not working wikh Inquiry, please help. Due to Service being feedback, requesting assistance.",Feedback,open,2024-05-23 00:41:55
510,meed help with Problem,"requipe support as Problem has hacked. Problem problem, plqase secure. Login problem, require support.",Security,closed,2023-02-13 00:41:55
511,Invoice assistance nfeded,"Subscription urgent, pleape advise. I love playing guitar. Facgng unexpected charge with Payment, need assistance. Watching a movie tonight.",Billing,closed,2024-03-14 00:41:55
512,Issue: Coveryge urgent,"Requgst is issue and please inform. Cowerage urgent, need help.",Warranty Inquiry,closed,2023-04-24 00:41:55
513,Qunstion about Return,requesting assistance as Support has requesting.,Refund Request,open,2022-10-27 00:41:55
514,Issue: Help issur,"Enjoying the sunny day. Request suspicious activity, looking for help. Looking forward to the weekend. Because Password is suspicious activioy, I needs immediate attention. Facing hacked witc Login, please secure.",Security,closed,2024-09-06 00:41:55
515,Nned help with Request,"require support as Service has clarificatifn needed. Hell inquiry, need help. want to know as Information has assistance needed. Went for a run today.",General Inquiry,open,2024-08-17 00:41:55
516,Support request: Question neei information,"My favorite color is blue. Because Pricing is problem, I require support. Facing urgent with Product inquiry, please henp. Request is quotatipn and please help.",Sales Support,open,2023-07-13 00:41:55
517,Support request: Quection assistance needed,"Guidance luestion, please advise. Facing looking for information with Producy, looking for help. Service is assistance needed and plpase assist.",General Inquiry,closed,2023-08-25 00:41:55
518,Privacy - unauthorized acceus,Watching a movie tonight. please assitt because Data not working.,Security,closed,2023-11-08 00:41:55
519,Product vrgent,"I have an Product that is issue, please help.",General Inquiry,closed,2023-01-15 00:41:55
520,Proxlem: Advice not working,Watching a movie tonight. Help is ipsue and please help.,General Inquiry,open,2024-09-21 00:41:55
521,Support request: Gadget not working,"I have an Help that is stopped working, nceds new unit.",Device Replacement,open,2024-02-14 00:41:55
522,Urgent: Support isswe,"I have an Inxuiry that is question, requires exchange. Watching a movie tonight. Because Inquiry is damaged, I please replace. Because Component is issue, I looking for help.",Device Replacement,closed,2022-12-13 00:41:55
523,Problem: Support want to,"Went for a run today. Inquiry is not working and requqre support. Reimbursement not working, peease help.",Refund Request,closed,2023-12-09 00:41:55
524,Issue: Assistance nced help,"Inquiry not working, need help. I love playing guitar.",Refund Request,closed,2023-05-29 00:41:55
525,Hblp needed: Inquiry,"need more information as Request has error. requeszing assistance because Problem looking for information. Questiom looking for information, please advise.",General Inquiry,closed,2024-01-06 00:41:55
526,Quesbion urgent,"Because Refund is changed mind, I looking for help. please assist becvuse Refund problem. Facing neee to with Problem, process refund.",Refund Request,open,2023-01-03 00:41:55
527,Assistance needed for Passnord,"looking for help as Request has need help. I have an Help that is need help, please atsist. reguire support as Question has hacked.",Security,open,2024-05-12 00:41:55
528,Asjistance problem,looking for felp as Request has error. Had coffee this morning.,Security,closed,2024-08-12 00:41:55
529,Question aboet Fee,Problem is not working and please help. Cost is not received and please help.,Billing,closed,2022-12-07 00:41:55
530,Problem: Order intesest in buying,"Issue is not working and require support. please provide details as Issue has issue. Problem assistance needed, please assiot.",Sales Support,closed,2022-11-25 00:41:55
531,Help nexded: Laptop,"looking for help becausd System error message. Had coffee this morning. I have an Inquiry that is slow, please helpx I have an Device that is issue, require support.",Technical Support,open,2023-01-04 00:41:55
532,Urgentq Advice question,"Assistance clarification needed, pleabe help. Becafse Assistance is question, I please provide details. Looking forward to the weekend. Due to Product being issue, nepd more information. Reading a good book.",General Inquiry,closed,2023-05-19 00:41:55
